Date,GOOGL,FB,NFLX,AMZN
2016-10-05,801.22998,128.470001,106.279999,844.359985
2016-10-06,803.080017,128.740005,105.07,841.659973
2016-10-07,800.710022,128.990005,104.82,839.429993
2016-10-10,814.169983,130.240005,103.330002,841.710022
2016-10-11,809.570007,128.880005,100.589996,831
2016-10-12,811.77002,129.050003,99.5,834.090027
2016-10-13,804.080017,127.82,100.230003,829.280029
2016-10-14,804.599976,127.879997,101.470001,822.960022
2016-10-17,806.840027,127.540001,99.800003,812.950012
2016-10-18,821.48999,128.570007,118.790001,817.650024
2016-10-19,826.840027,130.110001,121.870003,817.690002
2016-10-20,821.630005,130,123.349998,810.320007
2016-10-21,824.059998,132.070007,127.5,818.98999
2016-10-24,835.73999,133.279999,127.330002,838.090027
2016-10-25,828.549988,132.289993,126.510002,835.179993
2016-10-26,822.099976,131.039993,126.970001,822.590027
2016-10-27,817.349976,129.690002,126.470001,818.359985
2016-10-28,819.559998,131.289993,126.57,776.320007
2016-10-31,809.900024,130.990005,124.870003,789.820007
2016-11-01,805.47998,129.5,123.300003,785.409973
2016-11-02,788.419983,127.169998,122.339996,765.559998
2016-11-03,782.190002,120,122.139999,767.030029
2016-11-04,781.099976,120.75,122.029999,755.049988
2016-11-07,802.030029,122.150002,124.580002,784.929993
2016-11-08,811.97998,124.220001,124.339996,787.75
2016-11-09,805.590027,123.18,122.190002,771.880005
2016-11-10,780.289978,120.800003,115.419998,742.380005
2016-11-11,771.75,119.019997,114.779999,739.01001
2016-11-14,753.219971,115.080002,113.379997,719.070007
2016-11-15,775.159973,117.199997,113.589996,743.23999
2016-11-16,779.97998,116.339996,115.190002,746.48999
2016-11-17,786.159973,117.790001,115.029999,756.400024
2016-11-18,775.969971,117.019997,115.209999,760.159973
2016-11-21,784.799988,121.769997,117.959999,780
2016-11-22,785,121.470001,118.040001,785.330017
2016-11-23,779,120.839996,117.690002,780.119995
2016-11-25,780.22998,120.379997,117.410004,780.369995
2016-11-28,785.789978,120.410004,116.93,766.77002
2016-11-29,789.440002,120.870003,117.510002,762.52002
2016-11-30,775.880005,118.419998,117,750.570007
2016-12-01,764.330017,115.099998,117.220001,743.650024
2016-12-02,764.460022,115.400002,120.809998,740.340027
2016-12-05,778.219971,117.43,119.160004,759.359985
2016-12-06,776.179993,117.309998,124.57,764.719971
2016-12-07,791.469971,117.949997,125.389999,770.419983
2016-12-08,795.169983,118.910004,123.239998,767.330017
2016-12-09,809.450012,119.68,122.879997,768.659973
2016-12-12,807.900024,117.769997,122.830002,760.119995
2016-12-13,815.340027,120.309998,123.779999,774.340027
2016-12-14,817.890015,120.209999,123.440002,768.820007
2016-12-15,815.650024,120.57,125,761
2016-12-16,809.840027,119.870003,124.220001,757.77002
2016-12-19,812.5,119.239998,125.449997,766
2016-12-20,815.200012,119.089996,125.120003,771.219971
2016-12-21,812.200012,119.040001,126.5,770.599976
2016-12-22,809.679993,117.400002,125.580002,766.340027
2016-12-23,807.799988,117.269997,125.589996,760.590027
2016-12-27,809.929993,118.010002,128.350006,771.400024
2016-12-28,804.570007,116.919998,125.889999,772.130005
2016-12-29,802.880005,116.349998,125.330002,765.150024
2016-12-30,792.450012,115.050003,123.800003,749.869995
2017-01-03,808.01001,116.860001,127.489998,753.669983
2017-01-04,807.77002,118.690002,129.410004,757.179993
2017-01-05,813.02002,120.669998,131.809998,780.450012
2017-01-06,825.210022,123.410004,131.070007,795.98999
2017-01-09,827.179993,124.900002,130.949997,796.919983
2017-01-10,826.01001,124.349998,129.889999,795.900024
2017-01-11,829.859985,126.089996,130.5,799.02002
2017-01-12,829.530029,126.620003,129.179993,813.640015
2017-01-13,830.940002,128.339996,133.699997,817.140015
2017-01-17,827.460022,127.870003,132.889999,809.719971
2017-01-18,829.02002,127.919998,133.259995,807.47998
2017-01-19,824.369995,127.550003,138.410004,809.039978
2017-01-20,828.169983,127.040001,138.600006,808.330017
2017-01-23,844.429993,128.929993,137.389999,817.880005
2017-01-24,849.530029,129.369995,140.110001,822.440002
2017-01-25,858.450012,131.479996,139.520004,836.52002
2017-01-26,856.97998,132.779999,138.960007,839.150024
2017-01-27,845.030029,132.179993,142.449997,835.77002
2017-01-30,823.830017,130.979996,141.220001,830.380005
2017-01-31,820.190002,130.320007,140.710007,823.47998
2017-02-01,815.23999,133.229996,140.779999,832.349976
2017-02-02,818.26001,130.839996,139.199997,839.950012
2017-02-03,820.130005,130.979996,140.25,810.200012
2017-02-06,821.619995,132.059998,140.970001,807.640015
2017-02-07,829.22998,131.839996,144,812.5
2017-02-08,829.880005,134.199997,144.740005,819.710022
2017-02-09,830.059998,134.139999,144.139999,821.359985
2017-02-10,834.849976,134.190002,144.820007,827.460022
2017-02-13,838.960022,134.050003,143.199997,836.530029
2017-02-14,840.030029,133.850006,140.820007,836.390015
2017-02-15,837.320007,133.440002,142.270004,842.700012
2017-02-16,842.169983,133.839996,142.009995,844.140015
2017-02-17,846.549988,133.529999,142.220001,845.070007
2017-02-21,849.27002,133.720001,142.600006,856.440002
2017-02-22,851.359985,136.119995,143.860001,855.609985
2017-02-23,851,135.360001,142.779999,852.190002
2017-02-24,847.809998,135.440002,143.25,845.23999
2017-02-27,849.669983,136.410004,143.410004,848.640015
2017-02-28,844.929993,135.539993,142.130005,845.039978
2017-03-01,856.75,137.419998,142.649994,853.080017
2017-03-02,849.849976,136.759995,139.529999,848.909973
2017-03-03,849.080017,137.169998,139.139999,849.880005
2017-03-06,847.27002,137.419998,141.940002,846.609985
2017-03-07,851.150024,137.300003,141.429993,846.02002
2017-03-08,853.640015,137.720001,140.320007,850.5
2017-03-09,857.840027,138.240005,140.529999,853
2017-03-10,861.409973,138.789993,140.889999,852.460022
2017-03-13,864.580017,139.600006,143.520004,854.590027
2017-03-14,865.909973,139.320007,143.190002,852.530029
2017-03-15,868.390015,139.720001,145.25,852.969971
2017-03-16,870,139.990005,144.389999,853.419983
2017-03-17,872.369995,139.839996,145.110001,852.309998
2017-03-20,867.909973,139.940002,145.830002,856.969971
2017-03-21,850.140015,138.509995,142.419998,843.200012
2017-03-22,849.799988,139.589996,142.649994,848.059998
2017-03-23,839.650024,139.529999,141.839996,847.380005
2017-03-24,835.140015,140.339996,142.020004,845.609985
2017-03-27,838.51001,140.320007,144.059998,846.820007
2017-03-28,840.630005,141.759995,145.169998,856
2017-03-29,849.869995,142.649994,146.470001,874.320007
2017-03-30,849.47998,142.410004,148.059998,876.340027
2017-03-31,847.799988,142.050003,147.809998,886.539978
2017-04-03,856.75,142.279999,146.919998,891.51001
2017-04-04,852.570007,141.729996,145.5,906.830017
2017-04-05,848.909973,141.850006,143.619995,909.280029
2017-04-06,845.099976,141.169998,143.740005,898.280029
2017-04-07,842.099976,140.779999,143.110001,894.880005
2017-04-10,841.700012,141.039993,143.850006,907.039978
2017-04-11,839.880005,139.919998,144.350006,902.359985
2017-04-12,841.460022,139.580002,143.830002,896.22998
2017-04-13,840.179993,139.389999,142.919998,884.669983
2017-04-17,855.130005,141.419998,147.25,901.98999
2017-04-18,853.98999,140.960007,143.360001,903.780029
2017-04-19,856.51001,142.270004,139.759995,899.200012
2017-04-20,860.080017,143.800003,141.179993,902.059998
2017-04-21,858.950012,143.679993,142.869995,898.530029
2017-04-24,878.929993,145.470001,143.830002,907.409973
2017-04-25,888.840027,146.490005,152.160004,907.619995
2017-04-26,889.140015,146.559998,150.169998,909.289978
2017-04-27,891.440002,147.699997,153.080002,918.380005
2017-04-28,924.52002,150.25,152.199997,924.98999
2017-05-01,932.820007,152.460007,155.350006,948.22998
2017-05-02,937.090027,152.779999,156.449997,946.940002
2017-05-03,948.450012,151.800003,155.589996,941.030029
2017-05-04,954.719971,150.850006,157.25,937.530029
2017-05-05,950.280029,150.240005,156.600006,934.150024
2017-05-08,958.690002,151.059998,156.380005,949.039978
2017-05-09,956.710022,150.479996,157.460007,952.820007
2017-05-10,954.840027,150.289993,160.279999,948.950012
2017-05-11,955.890015,150.039993,158.539993,947.619995
2017-05-12,955.140015,150.330002,160.809998,961.349976
2017-05-15,959.219971,150.190002,160.020004,957.969971
2017-05-16,964.609985,149.779999,159.410004,966.070007
2017-05-17,942.169983,144.850006,153.199997,944.76001
2017-05-18,950.5,147.660004,155.699997,958.48999
2017-05-19,954.650024,148.059998,157.020004,959.840027
2017-05-22,964.070007,148.240005,157.160004,970.669983
2017-05-23,970.549988,148.070007,157.949997,971.539978
2017-05-24,977.609985,150.039993,157.75,980.349976
2017-05-25,991.859985,151.960007,163.050003,993.380005
2017-05-26,993.27002,152.130005,162.429993,995.780029
2017-05-30,996.169983,152.380005,163.220001,996.700012
2017-05-31,987.090027,151.460007,163.070007,994.619995
2017-06-01,988.289978,151.529999,162.990005,995.950012
2017-06-02,996.119995,153.610001,165.179993,1006.72998
2017-06-05,1003.880005,153.630005,165.059998,1011.340027
2017-06-06,996.679993,152.809998,165.169998,1003
2017-06-07,1001.5,153.119995,165.610001,1010.070007
2017-06-08,1004.280029,154.710007,165.880005,1010.27002
2017-06-09,970.119995,149.600006,158.029999,978.309998
2017-06-12,961.809998,148.440002,151.440002,964.909973
2017-06-13,970.5,150.679993,152.720001,980.789978
2017-06-14,967.929993,150.25,152.199997,976.469971
2017-06-15,960.179993,149.800003,151.759995,964.169983
2017-06-16,958.619995,150.639999,152.380005,987.710022
2017-06-19,975.219971,152.869995,153.399994,995.169983
2017-06-20,968.98999,152.25,152.050003,992.590027
2017-06-21,978.590027,153.910004,155.029999,1002.22998
2017-06-22,976.619995,153.399994,154.889999,1001.299988
2017-06-23,986.090027,155.070007,158.020004,1003.73999
2017-06-26,972.090027,153.589996,157.5,993.97998
2017-06-27,948.090027,150.580002,151.029999,976.780029
2017-06-28,961.01001,153.240005,153.410004,990.330017
2017-06-29,937.820007,151.039993,150.089996,975.929993
2017-06-30,929.679993,150.979996,149.410004,968
2017-07-03,919.460022,148.429993,146.169998,953.659973
2017-07-05,932.26001,150.339996,147.610001,971.400024
2017-07-06,927.690002,148.820007,146.25,965.140015
2017-07-07,940.809998,151.440002,150.179993,978.76001
2017-07-10,951,153.5,152.669998,996.469971
2017-07-11,953.530029,155.270004,154.330002,994.130005
2017-07-12,967.659973,158.899994,158.75,1006.51001
2017-07-13,968.849976,159.259995,158.210007,1000.630005
2017-07-14,976.909973,159.970001,161.119995,1001.809998
2017-07-17,975.960022,159.729996,161.699997,1010.039978
2017-07-18,986.950012,162.860001,183.600006,1024.449951
2017-07-19,992.77002,164.139999,183.860001,1026.869995
2017-07-20,992.190002,164.529999,183.600006,1028.699951
2017-07-21,993.840027,164.429993,188.539993,1025.670044
2017-07-24,998.309998,166,187.910004,1038.949951
2017-07-25,969.030029,165.279999,186.970001,1039.869995
2017-07-26,965.309998,165.610001,189.080002,1052.800049
2017-07-27,952.51001,170.440002,182.679993,1046
2017-07-28,958.330017,172.449997,184.039993,1020.039978
2017-07-31,945.5,169.25,181.660004,987.780029
2017-08-01,946.559998,169.860001,182.029999,996.190002
2017-08-02,947.640015,169.300003,180.740005,995.890015
2017-08-03,940.299988,168.589996,179.229996,986.919983
2017-08-04,945.789978,169.619995,180.270004,987.580017
2017-08-07,945.75,171.979996,181.330002,992.27002
2017-08-08,944.190002,171.229996,178.360001,989.840027
2017-08-09,940.080017,171.179993,175.779999,982.01001
2017-08-10,923.590027,167.399994,169.139999,956.919983
2017-08-11,930.090027,168.080002,171.399994,967.98999
2017-08-14,938.929993,170.75,171,983.299988
2017-08-15,938.080017,171,168.5,982.73999
2017-08-16,944.27002,170,169.979996,978.179993
2017-08-17,927.659973,166.910004,166.089996,960.570007
2017-08-18,926.179993,167.410004,166.539993,958.469971
2017-08-21,920.869995,167.779999,166.759995,953.289978
2017-08-22,940.400024,169.639999,169.339996,966.900024
2017-08-23,942.580017,168.710007,169.059998,958
2017-08-24,936.890015,167.740005,168.130005,952.450012
2017-08-25,930.5,166.320007,165.949997,945.26001
2017-08-28,928.130005,167.240005,167.119995,946.02002
2017-08-29,935.75,168.050003,168.809998,954.059998
2017-08-30,943.630005,169.919998,174.690002,967.590027
2017-08-31,955.23999,171.970001,174.710007,980.599976
2017-09-01,951.98999,172.020004,174.740005,978.25
2017-09-05,941.47998,170.720001,174.520004,965.27002
2017-09-06,942.02002,172.089996,179.25,967.799988
2017-09-07,949.890015,173.210007,179,979.469971
2017-09-08,941.409973,170.949997,176.419998,965.900024
2017-09-11,943.289978,173.509995,181.740005,977.960022
2017-09-12,946.650024,172.960007,185.149994,982.580017
2017-09-13,950.440002,173.050003,183.639999,999.599976
2017-09-14,940.130005,170.960007,182.630005,992.210022
2017-09-15,935.289978,171.639999,182.350006,986.789978
2017-09-18,929.75,170.009995,184.619995,974.190002
2017-09-19,936.859985,172.520004,185.679993,969.859985
2017-09-20,947.539978,172.169998,185.509995,973.210022
2017-09-21,947.549988,171.110001,188.779999,964.650024
2017-09-22,943.26001,170.539993,187.350006,955.099976
2017-09-25,934.280029,162.869995,178.550003,939.789978
2017-09-26,937.429993,164.210007,179.380005,938.599976
2017-09-27,959.900024,167.679993,181.970001,950.869995
2017-09-28,964.809998,168.729996,180.699997,956.400024
2017-09-29,973.719971,170.869995,181.350006,961.349976
2017-10-02,967.469971,169.470001,177.009995,959.190002
2017-10-03,972.080017,169.960007,179.190002,957.099976
2017-10-04,966.780029,168.419998,184.449997,965.450012
2017-10-05,985.190002,171.240005,194.389999,980.849976
2017-10-06,993.640015,172.229996,198.020004,989.580017
2017-10-09,992.309998,172.5,196.869995,990.98999
2017-10-10,987.799988,171.589996,195.080002,987.200012
2017-10-11,1005.650024,172.740005,194.949997,995
2017-10-12,1005.650024,172.550003,195.860001,1000.929993
2017-10-13,1007.869995,173.740005,199.490005,1002.940002
2017-10-16,1009.349976,174.520004,202.679993,1006.340027
2017-10-17,1011,176.110001,199.479996,1009.130005
2017-10-18,1012.73999,176.029999,195.539993,997
2017-10-19,1001.840027,174.559998,195.130005,986.609985
2017-10-20,1005.070007,174.979996,194.160004,982.909973
2017-10-23,985.539978,171.270004,192.470001,966.299988
2017-10-24,988.48999,171.800003,196.020004,975.900024
2017-10-25,991.460022,170.600006,193.770004,972.909973
2017-10-26,991.419983,170.630005,195.210007,972.429993
2017-10-27,1033.670044,177.880005,199.539993,1100.949951
2017-10-30,1033.130005,179.869995,198.369995,1110.849976
2017-10-31,1033.040039,180.059998,196.429993,1105.280029
2017-11-01,1042.599976,182.660004,198,1103.680054
2017-11-02,1042.969971,178.919998,199.320007,1094.219971
2017-11-03,1049.98999,178.919998,200.009995,1111.599976
2017-11-06,1042.680054,180.169998,200.130005,1120.660034
2017-11-07,1052.390015,180.25,195.889999,1123.170044
2017-11-08,1058.290039,179.559998,196.440002,1132.880005
2017-11-09,1047.719971,179.300003,193.899994,1129.130005
2017-11-10,1044.150024,178.460007,192.020004,1125.349976
2017-11-13,1041.199951,178.770004,195.080002,1129.170044
2017-11-14,1041.640015,178.070007,195.710007,1136.839966
2017-11-15,1036.410034,177.949997,192.119995,1126.689941
2017-11-16,1048.469971,179.589996,195.509995,1137.290039
2017-11-17,1035.890015,179,193.199997,1129.880005
2017-11-20,1034.660034,178.740005,194.100006,1126.310059
2017-11-21,1050.300049,181.860001,196.229996,1139.48999
2017-11-22,1051.920044,180.869995,196.320007,1156.160034
2017-11-24,1056.52002,182.779999,195.75,1186
2017-11-27,1072.01001,183.029999,195.050003,1195.829956
2017-11-28,1063.290039,182.419998,199.179993,1193.599976
2017-11-29,1037.380005,175.130005,188.149994,1161.27002
2017-11-30,1036.170044,177.179993,187.580002,1176.75
2017-12-01,1025.069946,175.100006,186.820007,1162.349976
2017-12-04,1011.869995,171.470001,184.039993,1133.949951
2017-12-05,1019.599976,172.830002,184.210007,1141.569946
2017-12-06,1032.719971,176.059998,185.300003,1152.349976
2017-12-07,1044.569946,180.139999,185.199997,1159.790039
2017-12-08,1049.380005,179,188.539993,1162
2017-12-11,1051.969971,179.039993,186.220001,1168.920044
2017-12-12,1048.77002,176.960007,185.729996,1165.079956
2017-12-13,1051.390015,178.300003,187.860001,1164.130005
2017-12-14,1057.469971,178.389999,189.559998,1174.26001
2017-12-15,1072,180.179993,190.119995,1179.140015
2017-12-18,1085.089966,180.820007,190.419998,1190.579956
2017-12-19,1079.780029,179.509995,187.020004,1187.380005
2017-12-20,1073.560059,177.889999,188.820007,1177.619995
2017-12-21,1070.849976,177.449997,188.619995,1174.76001
2017-12-22,1068.859985,177.199997,189.940002,1168.359985
2017-12-26,1065.849976,175.990005,187.759995,1176.76001
2017-12-27,1060.199951,177.619995,186.240005,1182.26001
2017-12-28,1055.949951,177.919998,192.710007,1186.099976
2017-12-29,1053.400024,176.460007,191.960007,1169.469971
2018-01-02,1073.209961,181.419998,201.070007,1189.01001
2018-01-03,1091.52002,184.669998,205.050003,1204.199951
2018-01-04,1095.76001,184.330002,205.630005,1209.589966
2018-01-05,1110.290039,186.850006,209.990005,1229.140015
2018-01-08,1114.209961,188.279999,212.050003,1246.869995
2018-01-09,1112.790039,187.869995,209.309998,1252.699951
2018-01-10,1110.140015,187.839996,212.520004,1254.329956
2018-01-11,1112.050049,187.770004,217.240005,1276.680054
2018-01-12,1130.650024,179.369995,221.229996,1305.199951
2018-01-16,1130.699951,178.389999,221.529999,1304.859985
2018-01-17,1139.099976,177.600006,217.5,1295
2018-01-18,1135.969971,179.800003,220.330002,1293.319946
2018-01-19,1143.5,181.289993,220.460007,1294.579956
2018-01-22,1164.160034,185.369995,227.580002,1327.310059
2018-01-23,1176.170044,189.350006,250.289993,1362.540039
2018-01-24,1171.290039,186.550003,261.299988,1357.51001
2018-01-25,1182.140015,187.479996,269.700012,1377.949951
2018-01-26,1187.560059,190,274.600006,1402.050049
2018-01-29,1186.47998,185.979996,284.589996,1417.680054
2018-01-30,1177.369995,187.119995,278.799988,1437.819946
2018-01-31,1182.219971,186.889999,270.299988,1450.890015
2018-02-01,1181.589966,193.089996,265.070007,1390
2018-02-02,1119.199951,190.279999,267.429993,1429.949951
2018-02-05,1062.390015,181.259995,254.259995,1390
2018-02-06,1084.430054,185.309998,265.720001,1442.839966
2018-02-07,1055.410034,180.179993,264.559998,1416.780029
2018-02-08,1007.710022,171.580002,250.100006,1350.5
2018-02-09,1046.27002,176.110001,249.470001,1339.599976
2018-02-12,1054.560059,176.410004,257.950012,1386.22998
2018-02-13,1054.140015,173.149994,258.269989,1414.51001
2018-02-14,1072.699951,179.520004,266,1451.050049
2018-02-15,1091.359985,179.960007,280.269989,1461.76001
2018-02-16,1095.5,177.360001,278.519989,1448.689941
2018-02-20,1103.589966,176.009995,278.549988,1468.349976
2018-02-21,1113.75,177.910004,281.040009,1482.920044
2018-02-22,1109.900024,178.990005,278.140015,1485.339966
2018-02-23,1128.089966,183.289993,285.929993,1500
2018-02-26,1143.699951,184.929993,294.160004,1521.949951
2018-02-27,1117.51001,181.460007,290.609985,1511.97998
2018-02-28,1103.920044,178.320007,291.380005,1512.449951
2018-03-01,1071.410034,175.940002,290.390015,1493.449951
2018-03-02,1084.140015,176.619995,301.049988,1500.25
2018-03-05,1094.76001,180.399994,315,1523.609985
2018-03-06,1100.900024,179.779999,325.220001,1537.640015
2018-03-07,1115.040039,183.710007,321.160004,1545
2018-03-08,1129.380005,182.339996,317,1551.859985
2018-03-09,1160.839966,185.229996,331.440002,1578.890015
2018-03-12,1165.930054,184.759995,321.299988,1598.390015
2018-03-13,1139.910034,181.880005,315.880005,1588.180054
2018-03-14,1148.890015,184.190002,321.549988,1591
2018-03-15,1150.609985,183.860001,321.089996,1582.319946
2018-03-16,1134.420044,185.089996,318.450012,1571.680054
2018-03-19,1100.069946,172.559998,313.480011,1544.930054
2018-03-20,1095.800049,168.149994,317.5,1586.51001
2018-03-21,1094,169.389999,316.480011,1581.859985
2018-03-22,1053.150024,164.889999,306.700012,1544.920044
2018-03-23,1026.550049,159.389999,300.940002,1495.560059
2018-03-26,1054.089966,160.059998,320.350006,1555.859985
2018-03-27,1006.940002,152.220001,300.690002,1497.050049
2018-03-28,1005.179993,153.029999,285.769989,1431.420044
2018-03-29,1037.140015,159.789993,295.350006,1447.339966
